"Church Name","District Name",Mainkey,Churchcode,"Church Mail To",ReportStatus,Validate
"Parkside Bible Church","Northeastern District C&MA",304651,2436700,office@parksidebible.org,Completed,Y
"Parkside Chapel of C&MA","Central Pacific District C&MA",300946,0606736,office@parksidevisalia.org,Completed,Y
"Parkside Church of the C&MA","North Central District C&MA",305240,2727750,admin@parksidemn.org,Completed,Y
"Parkview Alliance Church","Alliance South Central",309488,4805800,info@cmachurchvanburen.com,Completed,Y
"Parkview Alliance Church","Western PA District C&MA",311456,5742648,parkviewcmachurch@yahoo.com,Completed,Y
"Pathway Church","Central Pacific District C&MA",300811,0606391,hello@pathwaychurch.life,Completed,Y
"Pathways Community Church","North Central District C&MA",330980,2727452,fawcett77@gmail.com,Completed,Y
"Peace of Christ Community Church","The Alliance Midwest District",714533,1817010,admin@peaceofchristchurch.org,"Not Started",N
"Peeks Branch Alliance Church","Ohio Valley District C&MA",305659,2821133,estepsheila@outlook.com,Completed,N
"Pelham Road Christian Fellowship of the C&MA","The Alliance South",307862,3645532,tarheeljtyale@hotmail.com,Completed,N
"Peniel Church of the C&MA","Metropolitan District C&MA",302533,1236270,emmanuelsd47@gmail.com,Completed,Y
"Peniel Ethiopian Evangelical Church","Ohio Valley District C&MA",323679,2839907,danizewdu@gmail.com,Completed,N
"Peninsula Community Alliance Church","Central Pacific District C&MA",300867,0606490,pcac@sbcglobal.net,Completed,Y
"Penn Hills C&MA Church","Western PA District C&MA",311379,5742585,office@pennhillscma.org,Completed,Y
"Penns Valley Community Church","Eastern PA District C&MA",314201,0942134,carrie@livepraylove.com,Completed,Y
"Peoples Church","Central District C&MA",300328,0339357,office@hopegeneva.org,Completed,Y
"Perry Community Church of the C&MA","Eastern PA District C&MA",301542,0942503,info@perrychurch.org,Completed,Y
"Perrysburg Alliance Church","Great Lakes District C&MA",302111,1039594,office@perrysburgalliance.com,Completed,Y
"Philadelphia Alliance Church","The Alliance Southeast",316870,4212601,irame.jchrls@outlook.com,"Not Started",N
"Philadelphia Cambodian Evangelical Church","Eastern PA District C&MA",311859,0942155,,Completed,Y
"Philadelphia International Alliance Church","Eastern PA District C&MA",301590,0942560,clayeba@yahoo.fr,Completed,Y
"Philadelphia Vietnamese Alliance Church","Vietnamese District C&MA",313413,8942600,tinlanh.philadelphia@gmail.com,Completed,N
"Philipsburg C&MA Church","Western PA District C&MA",311372,5742580,srhartsock@verizon.net,Completed,Y
"Phillipsburg Alliance Church","Metropolitan District C&MA",302311,1234550,pacoffice@phillipsburgalliance.org,Completed,Y
"Piedmont Park Alliance Church","The Alliance Southeast",308956,4212672,office@piedmontparkalliance.org,Completed,Y
"Pillar Bible Church","South Pacific Alliance",308086,3906065,info@pillarbible.org,Completed,Y
"Pine Glen C&MA Church","Eastern PA District C&MA",301465,0942380,office@pineglencma.org,Completed,Y
"Pine Knolls Alliance Church","Northeastern District C&MA",304386,2436290,,Completed,Y
"Plains Alliance Church","Rocky Mountain District C&MA",307065,3330551,office@cmaplains.org,Completed,Y
"Plano Chinese Alliance Church","Alliance South Central",309667,4848681,secretary@pcactexas.org,Completed,Y
"Pleasantview Alliance Church","Western PA District C&MA",311263,5742480,office@pleasantviewcma.org,Completed,Y
"Plymouth Alliance Church","Northeastern District C&MA",304513,2436490,kurtpac@twcny.rr.com,Completed,Y
"Plymouth Alliance Church","Western Great Lakes District C&MA",310635,5555525,office@plymouthalliance.org,Completed,Y
"Pneuma Chapel","Korean District C&MA",312572,7806525,ijk4god@sbcglobal.net,Completed,N
"Pointway Church","North Central District C&MA",324291,2727016,pointwaychurch@gmail.com,Completed,Y
"Polson Alliance Church","Rocky Mountain District C&MA",307073,3330565,polsonalliancechurch.office@gmail.com,Completed,Y
"Pontiac Hmong Alliance Church C&MA","Hmong District C&MA",312336,7326700,phac248@gmail.com,Completed,Y
"Port Allegany C&MA Church","Western PA District C&MA",311410,5742603,portcma@verizon.net,Completed,Y
"Port Wentworth Alliance Church of the C&MA","The Alliance South",307442,3613621,pwac.info@gmail.com,Completed,N
"Portage C&MA Church","Western PA District C&MA",311415,5742605,,Completed,Y
"Portersville C&MA Church","Western PA District C&MA",311423,5742610,,Completed,Y
"Portland Chinese C&MA Church","Alliance Northwest District C&MA",306188,3041573,Edmond@pccma.org,Completed,Y
"Portland Hmong Alliance Church","Hmong District C&MA",312402,7341300,portlandhmongalliance@gmail.com,Completed,Y
"Price Chapel","Central Pacific District C&MA",301213,0649532,pcoffice@pricechapel.org,Completed,Y
"Primera Iglesia Alianza","The Alliance Southeast",308657,4212222,jsotolongo@aol.com,Completed,Y
"Princeton Alliance Church","Metropolitan District C&MA",302328,1234639,info@princetonalliance.org,Completed,Y
"Princeton Countryside Alliance","MidAmerica District C&MA",310456,5431671,countrysidecma@hotmail.com,Completed,Y
"Princeton Japanese Church","Metropolitan District C&MA",302283,1234410,l_caleb@msn.com,Completed,Y
"Providence Church","MidAmerica District C&MA",757341,5431016,info@providenceomaha.org,Completed,Y
"Providence Hmong Church","Hmong District C&MA",312417,7344600,gnukue@gmail.com,Completed,Y
"Psalms Vietnamese Alliance Church of the C&MA","Vietnamese District C&MA",319552,8948350,thanhbachn@yahoo.com,Completed,N
"Punta Gorda Alliance Church","The Alliance Southeast",308909,4212594,cstasney@aol.com,Completed,Y
"Punxsutawney C&MA Church","Western PA District C&MA",311433,5742620,office@pcmachurch.org,Completed,Y
"Quartzsite Alliance Church","South Pacific Alliance",307971,3904375,quartzsitealliance@gmail.com,Completed,Y
"Queens Christian Alliance Church","Metropolitan District C&MA",302544,1236300,jillchen@qcac.org,Completed,Y
"Queens Herald Church C&MA","Metropolitan District C&MA",302632,1236690,,Completed,Y
"Radiant Life Christian Fellowship of the C&MA","Central Pacific District C&MA",324058,0606899,djnorton56@yahoo.com,Completed,Y
"Rainbow Springs Village Church","The Alliance Southeast",308605,4212150,RSVChurch@gmail.com,Completed,Y
"Raleigh Vietnamese Alliance Church","Vietnamese District C&MA",313398,8937530,,"Not Started",N
"Rancho Murieta Community Church","Central Pacific District C&MA",300808,0606379,cindy@rmchurch.org,Completed,Y
"Reach City Church","Central District C&MA",773953,0339020,office@reachchurchcle.com,Completed,Y
"REACH Community Church of the C&MA-North Campus","Great Lakes District C&MA",301962,1026621,patlagan@gmail.com,Completed,Y
"Real Hope Community Church","Alliance Northwest District C&MA",306422,3053410,office@sojournlacey.com,Completed,N
"Real Life Church of the C&MA","Rocky Mountain District C&MA",306946,3330072,office@RealLifeMT.org,Completed,Y
"Really Recovered","Central District C&MA",765086,0339004,reallyrecovered@gmail.com,Completed,Y
"Reclaim Church","MidAmerica District C&MA",752927,5420007,jdbreedlovejr@gmail.com,Completed,Y
"Recovery Church Ministries","The Alliance Southeast",754081,4212014,Phil@recovery.church,Completed,Y
"Red Lodge Alliance Chapel","Rocky Mountain District C&MA",307079,3330580,bloewen223@gmail.com,Completed,Y
"Redeemed Alliance Church Houston","Vietnamese District C&MA",779868,8948057,,Completed,N
"Redemption Church","The Alliance Midwest District",782341,1817026,scottm@familyempower.org,"Not Started",N
"Redemption Church","The Alliance South",735631,3613008,Ben@redemptionchurchga.com,Completed,N
"Redemption Point","Vietnamese District C&MA",711782,8906010,pastorbumble@gmail.com,Completed,N
"Redemption Point Alliance Church","Alliance South Central",342607,4848580,lindsey@redemptionpointac.com,Completed,Y
"Redwood Alliance Church","North Central District C&MA",305100,2727445,pastor@redwoodalliancechurch.org,Completed,Y
"Refuge Church","Western Great Lakes District C&MA",749427,5555020,refugeappleton@gmail.com,Completed,Y
"Regeneration Church","South Pacific Alliance",754323,3906054,maporter73@gmail.com,Completed,Y
"Reidsville Alliance Church","The Alliance South",307721,3637675,office@reidsvillealliance.org,Completed,N
"Relevant Community Church","MidAmerica District C&MA",339601,5431925,info@relevantcommunity.org,Completed,Y
"Remnant Church","Metropolitan District C&MA",785226,1234054,remnantnj@gmail.com,Completed,Y
"Renew City Church","Metropolitan District C&MA",778202,1236021,info@renewcity.church,Completed,Y
"Renuevo Church of The C&MA","Central Pacific District C&MA",300958,0606786,jflittau@yahoo.com,Completed,Y
"Restoration Alliance Church","Ohio Valley District C&MA",305925,2839704,info@restoretiffin.com,Completed,Y
"Restoration Alliance Church","Alliance South Central",783910,4848028,churchplanter915@gmail.com,Completed,Y
"Restoration Church - Wausau","Western Great Lakes District C&MA",310669,5555777,contact@wausaualliance.org,Completed,Y
"Restoration Worship Center of the C&MA","The Alliance Southeast",710898,4212010,duvardfrancois2@yahoo.com,Completed,Y
"Restore Church","Alliance Northwest District C&MA",306524,3053665,office@restorekitsap.org,Completed,Y
"Reveal Fellowship","The Alliance Southeast",308721,4212348,info@revealfellowship.com,Completed,Y
"Revival & Reconciliation Congolese Church","Ohio Valley District C&MA",783762,2821021,,"Not Started",N
"Revival & Reconciliation International Church","Ohio Valley District C&MA",777457,2821011,Ericndagije1@gmail.com,"Not Started",N
"Revive Church","Great Lakes District C&MA",784013,1026028,eldensaba@gmail.com,Completed,Y
"Reynoldsville C&MA Church","Western PA District C&MA",311440,5742630,reynalliance@gmail.com,Completed,Y
"Richey Alliance Church","Rocky Mountain District C&MA",307081,3330609,richeyalliancechurch@gmail.com,Completed,Y
"Richland C&MA Church","Alliance Northwest District C&MA",306485,3053600,office@richlandalliance.net,Completed,Y
"Ridgeway Alliance Church","Metropolitan District C&MA",302666,1236840,racadmin@RidgewayChurch.com,Completed,Y
"Risen King Alliance Church","Metropolitan District C&MA",302575,1236460,info@risenkingalliance.org,Completed,Y
"Risen King Community Church","MidAmerica District C&MA",310239,5420575,mjkuyk@gmail.com,Completed,Y
"Risen King Community Church","Central Pacific District C&MA",300816,0606402,rkcc@risenking.org,Completed,Y
"River of Life","Rocky Mountain District C&MA",306894,3316600,office@riveroflifeif.org,Completed,Y
"River of Life Alliance Church","MidAmerica District C&MA",309926,5408820,julie@riveroflifegj.com,Completed,Y
"River of Life Church of C&MA","Alliance New England",303912,2125100,info@rolcboston.org,Completed,Y
"River of Life Church of the C&MA","North Central District C&MA",305192,2727630,info@riveroflifemn.org,Completed,Y
"River Rock Church of the C&MA","North Central District C&MA",304833,2727020,staff@riverrockchurch.com,Completed,Y
"River Valley Alliance Church","Western Great Lakes District C&MA",310682,5555830,rvac@rivervalleyalliance.org,Completed,Y
"River's Edge Church of the C&MA","Central District C&MA",300609,0354200,kathgreza@yahoo.com,Completed,Y
"RiverLife Church of the C&MA","North Central District C&MA",731211,2727035,info@riverlifemn.com,Completed,Y
"Rivers Of Living Water Church","Korean District C&MA",312523,7806026,young691kim@gmail.com,Completed,N
"Riverside Alliance Church","Northeastern District C&MA",304641,2436680,debecole@gmail.com,Completed,Y
"Riverside Alliance Church","Central District C&MA",300197,0339017,office@riversidecma.com,Completed,Y
"Riverside Chapel","Metropolitan District C&MA",777961,1234017,thekarges1@gmail.com,Completed,Y
"Riverside Christian Alliance Church","South Pacific Alliance",308274,3906493,,Completed,Y
"Riverside Church","North Central District C&MA",305025,2727345,info@myrc.church,Completed,Y
"Riverside Community Church","Metropolitan District C&MA",302293,1234475,office@riversidenutley.org,Completed,Y
"Riverview Alliance Church","Western Great Lakes District C&MA",310617,5555483,revkevkuhn@gmail.com,Completed,Y
"Riverwood Community Church C&MA","Great Lakes District C&MA",301973,1026630,riverwoodcommunitychurch@gmail.com,Completed,Y
"Roadway Alliance Church","Rocky Mountain District C&MA",307209,3356263,admin@roadwayalliance.com,Completed,Y
"Roca Eterna","The Alliance Midwest District",314870,1817840,gbrlborjon1966@gmail.com,Completed,Y
"Rock Springs Church","South Pacific Alliance",743025,3904020,rockspringsrr@gmail.com,Completed,Y
"Rockdale Vietnamese Alliance Church","Vietnamese District C&MA",313344,8913175,khanhhoa1192@yahoo.com,"Not Started",N
"Rockland Chinese Alliance Church of the C&MA","Metropolitan District C&MA",302650,1236780,pastorjunren@gmail.com,Completed,Y
"Rockwood C&MA Church","Western PA District C&MA",311448,5742640,rockwoodalliance@zoominternet.net,Completed,Y
"Rome Alliance Church","Northeastern District C&MA",304569,2436570,office@romealliancechurch.org,Completed,Y
"Root River Community Church","North Central District C&MA",305133,2727512,r2c2@acegroup.cc,Completed,Y
"Rooted Church","MidAmerica District C&MA",762065,5408019,welcome@rootedcos.org,Completed,Y
"Roots Church","Great Lakes District C&MA",784014,1026103,,Completed,Y
"Roots Community","Alliance Northwest District C&MA",718371,3041011,travisvice@gmail.com,"Not Started",N
"Roots NYC Church","Metropolitan District C&MA",779271,1236005,contact@rootsnyc.church,"Not Started",N
"Rose Hill Alliance Church","North Central District C&MA",305176,2727600,rhac@rosehillcma.org,Completed,Y
"Roseburg Alliance Church","Alliance Northwest District C&MA",306199,3041620,rac@roseburgalliance.org,Completed,Y
"Roswell Alliance Church","The Alliance South",307421,3613499,olganalexk@yahoo.com,Completed,N
Ruah,"The Alliance Midwest District",782472,1818024,,Completed,Y
"Sacramento Hmong Alliance Church","Hmong District C&MA",312217,7306700,info@shachurch.org,Completed,Y
"Salem Alliance Church","Alliance Northwest District C&MA",306204,3041651,pbidwell@salemalliance.org,Completed,Y
"Salem Community Hmong Alliance Church C&MA","Hmong District C&MA",312406,7341425,schac4god@gmail.com,Completed,Y
"Saline Community Church","Great Lakes District C&MA",301968,1026622,info@salinecommunitychurch.org,Completed,Y
"Saltsburg Faith C&MA Church","Western PA District C&MA",315652,5742647,jimpovich@gmail.com,Completed,Y
"San Diego Bethel Korean","Korean District C&MA",314860,7806190,sdbethelkoch@yahoo.com,Completed,N
"San Diego Hmong Church of the C&MA","Hmong District C&MA",312224,7306850,sdhc68@yahoo.com,Completed,Y
"San Francisco Chinese Alliance Church","Central Pacific District C&MA",300846,0606448,sam.lai@sfcac.org,Completed,Y
"San Gabriel Valley Alliance Church","South Pacific Alliance",308330,3906662,samchchan@yahoo.com,Completed,Y
"San Jose Cambodian Evangelical Church","Central Pacific District C&MA",311798,0606820,chhoeouk@yahoo.com,Completed,Y
"San Jose Chinese Alliance Church","Central Pacific District C&MA",300880,0606517,info2360@sjcac.org,Completed,Y
"Sand Lake Alliance Church","North Central District C&MA",304994,2727280,sandlakealliance@gmail.com,Completed,Y
"Sandhills Alliance Church C&MA","The Alliance South",307734,3637696,sandhillsalliancepastor@gmail.com,Completed,N
"Sandhills Community Church of C&MA","The Alliance South",307852,3645370,office@sandhillschurch.org,Completed,N
"Sandusky Life Church","Central District C&MA",709859,0339008,,Completed,Y
"Sandy Lake C&MA Church","Western PA District C&MA",311463,5742649,slalliance@windstream.net,Completed,Y
"Sarasota Alliance Church","The Alliance Southeast",308929,4212612,info@sarasotaalliance.org,Completed,Y
"Saratoga Alliance Church","Rocky Mountain District C&MA",307257,3356741,saratogaalliance@gmail.com,Completed,Y
"Satsang Ministries Centerville","Ohio Valley District C&MA",321828,2839004,satsang04@hotmail.com,"Not Started",N
"Satsang Ministries Columbus","Ohio Valley District C&MA",339285,2839003,,"Not Started",N
"Sauk Valley Community Church","The Alliance Midwest District",315643,1817553,novak@essex1.com,Completed,Y
"Schaumburg Alliance Church","Korean District C&MA",312592,7817320,ahc-chicago@ameritech.net,Completed,N
"Schoharie Valley Alliance Church","Northeastern District C&MA",304593,2436605,scvalac@midtel.net,"Not Started",N
"Scio Community Alliance Church","Great Lakes District C&MA",301997,1026756,pastorTedd@sciocommunity.org,Completed,Y
"Scobey Alliance Church","Rocky Mountain District C&MA",307099,3330674,Live2bless@nemont.net,Completed,Y
"Scullton C&MA Church","Western PA District C&MA",311466,5742650,sculltoncma@aol.com,Completed,Y
"Seattle Alliance Bible Fellowship","Alliance Northwest District C&MA",306518,3053655,sambadon13@gmail.com,Completed,Y
"Seattle Chinese Alliance Church","Alliance Northwest District C&MA",306499,3053637,scac@scacseattle.org,Completed,Y
"Seattle Covenant Church","Korean District C&MA",764625,7853009,seattlecovenantchurch@gmail.com,Completed,N
"Seattle Vietnamese Christian Fellowship Church","Vietnamese District C&MA",313439,8953890,samuel.huynh@yahoo.com,Completed,N
"Second Avenue Church","Spanish Eastern District C&MA",313137,8736830,info@secondavechurchnyc.org,Completed,Y
"Second Chance Church of ACyM","Alliance South Central",718530,4848111,reneatk@yahoo.com,Completed,Y
"Seeds Church Collective","Alliance Northwest District C&MA",791217,3053059,joe@seedscc.com,Completed,Y
"Segunda Iglesia ACM de Florida","Puerto Rico District C&MA",306747,3143380,ricardojorge@gmail.com,Completed,Y
"Serenity Missionary Alliance Church","Hmong District C&MA",350308,7340009,serenityalliance_ok@yahoo.com,Completed,Y
"Seven Stones Alliance Church","Hmong District C&MA",767186,7327019,rbthao@gmail.com,Completed,N
"Sewickley Pinehurst C&MA Church","Western PA District C&MA",311471,5742655,pinehurst.cmawp@usa.com,Completed,Y
"Shadowland Community Church","Ohio Valley District C&MA",745527,2821019,cy@shadowlandchurch.com,Completed,N
"Shalom Korean Alliance","Korean District C&MA",312666,7836160,danielgko@gmail.com,Completed,N
"Sharon C&MA Church","Western PA District C&MA",311474,5742660,pastor@sharonalliancechurch.com,Completed,Y
"Shawnee Alliance Church","Ohio Valley District C&MA",305890,2839484,saccma@shawneealliance.com,Completed,N
"Shelby Alliance Church","Central District C&MA",300415,0339620,staff@shelbyalliance.org,Completed,Y
"Shiloh Neighborhood Church","Central Pacific District C&MA",300954,0606782,josh.ratiani@mwnc.org,Completed,Y
"Shonto Bible Church of the C&MA","South Pacific Alliance",314348,3904385,dr.haskins@yahoo.com,Completed,Y
"Sierra Bible Church","Central Pacific District C&MA",300934,0606690,pam@sbctruckee.com,Completed,Y
"Signs of Grace","Central District C&MA",739800,0339028,,Completed,Y
"Silicon Valley Alliance Church","Central Pacific District C&MA",300727,0606132,info@svac-cma.org,Completed,Y
"Siloam Christian Church of the C&MA","South Pacific Alliance",307999,3904635,otislender@gainusa.com,Completed,Y
"Simple Church Collective","Alliance Northwest District C&MA",773885,3053007,admin@simplechurchcollective.com,Completed,Y
"Slippery Rock C&MA Church","Western PA District C&MA",311481,5742667,pastorchris@slipperyrockcma.com,Completed,Y
"Smethport C&MA Church","Western PA District C&MA",311485,5742670,smethportalliance@gmail.com,Completed,Y
"Smokey Point Community Church","Alliance Northwest District C&MA",306298,3053040,welcome@spcc.tv,Completed,Y
"Smyrna Church","Central District C&MA",312949,0339380,gabe_bruno@lincolnelectric.com,Completed,Y
"Snoqualmie Valley Alliance Church","Alliance Northwest District C&MA",306530,3053671,info@svachurch.org,Completed,Y
"Soja Alliance Church","Korean District C&MA",320994,7836280,nybs98@hotmail.com,Completed,N
"Sojourn Alliance","Rocky Mountain District C&MA",709993,3316009,sojournboise@gmail.com,Completed,Y
"Sojourn Community Church of the C&MA","Metropolitan District C&MA",321235,1234922,called2go@gmail.com,Completed,Y
"Somerset C&MA Church","Western PA District C&MA",311493,5742675,kansell@somersetalliance.org,Completed,Y
"Sonoma Alliance Church","Central Pacific District C&MA",300920,0606644,ltcguy@mail.com,Completed,Y
"Sonrise Christian Fellowship","Alliance South Central",309519,4840200,sonrisepastor@live.com,Completed,Y
"South Bay Christian Alliance Church","South Pacific Alliance",308090,3906075,jeff@sbca.church,Completed,Y
"South Bay LA Chinese Alliance Church","South Pacific Alliance",308356,3906762,sblacausa@gmail.com,Completed,Y
"South Jordan Community Church","Central Pacific District C&MA",314273,0649800,steveandlorilane@msn.com,Completed,Y
"South Kitsap Alliance Church","Alliance Northwest District C&MA",306467,3053530,pastorroth@skalliance.org,Completed,Y
"South New Jersey Vietnamese Alliance Church","Vietnamese District C&MA",313386,8934700,danbuunguyen@yahoo.com,Completed,N
"South Philadelphia Vietnamese Alliance Church","Vietnamese District C&MA",314617,8942610,chaoong7@yahoo.com,Completed,N
"South Shore Community Church C&MA","Alliance New England",303965,2125560,office@ssccma.com,Completed,Y
"South Tongass Alliance Church","Alliance Northwest District C&MA",306040,3002276,office@stacalaska.net,Completed,Y
"South Umpqua Community Church","Alliance Northwest District C&MA",306236,3041730,succtiller@gmail.com,Completed,Y
"South West Korean Alliance Church","Korean District C&MA",312606,7817375,calebkhg@gmail.com,Completed,N
"Sozo Church","Alliance Northwest District C&MA",747912,3053015,brett@sozopuyallup.org,Completed,Y
"Sozo Community Church","Ohio Valley District C&MA",747998,2801015,info@sozonashville.com,Completed,N
"Space Coast Chinese Alliance Church","The Alliance Southeast",748397,4212050,vickpastor@yahoo.com,Completed,Y
"Spanish C&MA of Naples","Spanish Eastern District C&MA",313033,8712682,isavirfa@hotmail.com,Completed,N
"Spartansburg C&MA Church","Western PA District C&MA",311500,5742685,PastorRick122@gmail.com,Completed,Y
"Spokane Hmong Alliance Church","Hmong District C&MA",312439,7353850,vang@mtronic.net,Completed,Y
"Spring Grove Area C&MA Church","Eastern PA District C&MA",301642,0942655,springgrove@sgacma.org,Completed,Y
"Spring Valley Chinese Christian Church","Central Pacific District C&MA",717863,0606033,robtcwang@yahoo.com,Completed,Y
"Spurr's Corner Church C&MA","Alliance New England",303844,2123325,spurrscornerchurch@gmail.com,Completed,Y
"St John's Community Baptist Church","Metropolitan District C&MA",314632,1234411,philgilmoresr@gmail.com,Completed,Y
"St Paul Hmong Alliance Church","Hmong District C&MA",312354,7327840,txawj2002@yahoo.com,Completed,Y
"Standing Stone Church of the C&MA","Alliance Northwest District C&MA",306100,3041124,prantnerdk@gmail.com,Completed,Y
"Staples Alliance Church","North Central District C&MA",305211,2727675,info@staplesalliance.org,Completed,Y
"State College Alliance Church","Eastern PA District C&MA",301656,0942670,office@statecollegecma.com,Completed,Y
"Staunton Alliance Church","Mid-Atlantic District C&MA",303080,1551741,office@saccma.org,Completed,Y
"Steamtown Church Espanol","Eastern PA District C&MA",755772,0942026,,Completed,Y
"Sterrettania C&MA Church","Western PA District C&MA",311509,5742695,mddkgetz@roadrunner.com,Completed,Y
"Stockton Alliance Church","Central Pacific District C&MA",300927,0606667,tombaker62@gmail.com,Completed,Y
"Stockton Chinese Christian Church","Central Pacific District C&MA",327617,0606039,stocktonchinesechurch@gmail.com,Completed,Y
"Stonecrest Community Church","Metropolitan District C&MA",302378,1234762,office@stonecrestchurch.com,Completed,Y
"Stonewood Alliance Church","Central District C&MA",300629,0354500,ken.kelley2@gmail.com,Completed,Y
"Stow Alliance Fellowship","Central District C&MA",300424,0339629,office@stowalliance.org,Completed,Y
"Stuart Alliance Church","The Alliance Southeast",308949,4212660,stuartalliancechurch@gmail.com,Completed,Y
"Summit Church","The Alliance South",321884,3645535,kestepp@summitupstate.org,Completed,N
"Sunny Knik Chapel","Alliance Northwest District C&MA",306059,3002825,sunnyknikchapel@mtaonline.net,Completed,Y
"Sunnyside Alliance Church","Mid-Atlantic District C&MA",302934,1524660,sunnysidesec@gmail.com,Completed,Y
"Sunset Community Church C&MA","Eastern PA District C&MA",301677,0942690,,Completed,Y
"Sunshine Hmong Alliance Church","Hmong District C&MA",725742,7312010,vtitoxi@gmail.com,Completed,Y
"Swanville Bible Church","North Central District C&MA",305214,2727690,pastorbruce-ibc@outlook.com,Completed,Y
"Syracuse Alliance Church","Northeastern District C&MA",304614,2436640,info@syracusealliancechurch.org,Completed,Y
"Tabernaculo de la Fe ACyM","The Alliance Southeast",308851,4212546,sanser2012@gmail.com,Completed,Y
"Tacoma Cambodian Evangelical Church","Alliance Northwest District C&MA",311879,3053525,bmoeung@gmail.com,"Not Started",N
"Tacoma Vietnamese Alliance Church","Vietnamese District C&MA",314881,8953895,for_God_n_country@yahoo.com,Completed,N
"Tacoma Woori Church","Korean District C&MA",773313,7853018,anysjk@hotmail.com,"Not Started",N
"Tallmadge Alliance Church","Central District C&MA",300431,0339646,tallmadgealliance@gmail.com,Completed,Y
"Templo de Alabanza Ebenezer","Central Pacific District C&MA",300755,0606225,templo.ebenezer89@gmail.com,Completed,Y
"Terrace Lake Community Church","Rocky Mountain District C&MA",307086,3330638,tlcchurch@ronan.net,Completed,Y
"Thai Community Mahapawn Alliance Church","Metropolitan District C&MA",302595,1236510,pastorsathapon@yahoo.com,Completed,Y
"That Neighborhood Church","Great Lakes District C&MA",302141,1039749,patc@thatneighborhoodchurch.com,Completed,Y
"The Alliance Church of Mukilteo","Vietnamese District C&MA",313434,8953200,ms.tungnguyen@yahoo.com,"Not Started",N
"The Alliance International Church of Pearland TX","Alliance South Central",321393,4848012,jvencerdawn@aol.com,Completed,Y
"The Awakening Church","South Pacific Alliance",314469,3906778,info@theawakening.church,Completed,Y
"The Bridge Church","Alliance Northwest District C&MA",306353,3053145,kenrevans@hotmail.com,Completed,Y
"The Bridge Church","Mid-Atlantic District C&MA",320669,1551748,Brianspruill@rocketmail.com,Completed,Y
"The Bridge Church of the C&MA","North Central District C&MA",305536,2746684,gabe@thebridgewatertown.com,Completed,Y
"The Bridge Church of the C&MA of Santa Rosa","Central Pacific District C&MA",300914,0606621,,Completed,Y
"The Bridge Community","Ohio Valley District C&MA",314289,2821040,matt.black88@gmail.com,Completed,N
"The Christian & Missionary Alliance of Stillwater","Alliance South Central",309531,4840800,jcraigc@gmail.com,Completed,Y
"The Christian Fellowship Church of Vining","MidAmerica District C&MA",310156,5419775,Richard.Gettle@rcis.com,Completed,Y
"The Church at Burns Park","Alliance South Central",309477,4805400,thechurchatburnspark@gmail.com,Completed,Y
"The Cross Walk Church","Ohio Valley District C&MA",305918,2839616,office@thecrosswalkchurch.com,Completed,N
"The Forge Church","Western Great Lakes District C&MA",762815,5555016,,"Not Started",N
"The Gathering","South Pacific Alliance",308215,3906375,info@thegatheringsd.org,Completed,Y
"The Gathering in the Rock","The Alliance South",716289,3637008,tgitr@triad.rr.com,Completed,N
"The Gathering Network Church","MidAmerica District C&MA",785591,5431334,rousseaualex20@gmail.com,Completed,Y
"The Gethsemane Church of New York","Korean District C&MA",312685,7836251,nygo4tgc@gmail.com,Completed,N
"The Good Church","Korean District C&MA",342483,7834505,Coollife1013@naver.com,Completed,N
"The Gospel Chapel of the C&MA","Northeastern District C&MA",304667,2436730,revtpacma@yahoo.com,Completed,Y
"The Grove Community Church","South Pacific Alliance",308279,3906512,,Completed,Y
"The Home Church","Ohio Valley District C&MA",781330,2839028,bhujelmishael@gmail.com,Completed,N
"The Island Church of Whidbey","Alliance Northwest District C&MA",306426,3053420,office@islandchurchofwhidbey.org,Completed,Y
"The Journey","North Central District C&MA",319728,2746080,thejourneyaberdeen@gmail.com,Completed,Y
"The Living Room of the C&MA","Alliance Northwest District C&MA",756268,3041008,office@thelivingroom.today,Completed,Y
"The Love Church","Korean District C&MA",312635,7834253,kswinus@gmail.com,Completed,Y
"The Medford Neighborhood Church","Alliance Northwest District C&MA",306170,3041496,gregory1819@gmail.com,Completed,Y
"The Mission Redlands","South Pacific Alliance",308260,3906475,office@themissionredlands.com,Completed,Y
"The New Church of Federal Way","Korean District C&MA",715515,7853010,ncfw98003@hotmail.com,Completed,N
"The New Vine Alliance Church","Hmong District C&MA",312165,7306150,newvinealliancechurch@gmail.com,Completed,Y
"The Oaks Community Church","South Pacific Alliance",308061,3906022,tocc@theoaksweb.com,Completed,Y
"The Outpost","Central Pacific District C&MA",723663,0606016,,Completed,Y
"The Plant Church of the C&MA","Metropolitan District C&MA",330831,1234005,info@theplantchurch.org,Completed,Y
"The Pointe Church of the C&MA","Central Pacific District C&MA",315586,0606755,info@thepointe.net,Completed,Y
"The River Alliance Church","North Central District C&MA",304856,2727044,office@riveralliance.com,Completed,Y
"The River Church of the C&MA","Metropolitan District C&MA",302616,1236620,tim@therivercma.org,"Not Started",N
"The Rock Church","Eastern PA District C&MA",721317,0942019,PastorJR@rockchurchhbg.com,Completed,Y
"The Rock of the CMA","Rocky Mountain District C&MA",314356,3316810,office@therockcma.com,Completed,Y
"The Serving Life Church","Korean District C&MA",785734,7834015,servinglife228@gmail.com,Completed,N
"The Stirring","Central Pacific District C&MA",320275,0606409,karen@thestirring.org,Completed,Y
